Time,Biguacu Voltage
0.0127,-307.6022749
0.012716667,-308.504259
0.012733333,-309.3756315
0.01275,-309.9336162
0.012766667,-310.0182893
0.012783333,-309.6396985
0.0128,-308.9631959
0.012816667,-308.240882
0.012833333,-307.7161778
0.01285,-307.5371812
0.012866667,-307.7097664
0.012883333,-308.1054601
0.0129,-308.5182288
0.012916667,-308.7463504
0.012933333,-308.6671648
0.01295,-308.2765473
0.012966667,-307.6795629
0.012983333,-307.0380823
0.013,-306.4977069
0.013016667,-306.1238645
0.013033333,-305.8727165
0.01305,-305.6083849
0.013066667,-305.1595901
0.013083333,-304.3932423
0.0131,-303.2758381
0.013116667,-301.8981783
0.013133333,-300.4530468
0.01315,-299.1735771
0.013166667,-298.2550934
0.013183333,-297.7894919
0.0132,-297.7363811
0.013216667,-297.9411752
0.013233333,-298.1925712
0.01325,-298.2971849
0.013266667,-298.143144
0.013283333,-297.7293415
0.0133,-297.1508233
0.013316667,-296.5479944
0.013333333,-296.0412826
0.01335,-295.678169
0.013366667,-295.4140909
0.013383333,-295.1347939
0.0134,-294.7107552
0.013416667,-294.0610086
0.013433333,-293.1993729
0.01345,-292.2425445
0.013466667,-291.3743895
0.013483333,-290.7783417
0.0135,-290.5632379
0.013516667,-290.7118128
0.013533333,-291.0736544
0.01355,-291.4082308
0.013566667,-291.4646152
0.013583333,-291.0699463
0.0136,-290.1941481
0.013616667,-288.9659808
0.013633333,-287.632604
0.01365,-286.4753519
0.013666667,-285.7108031
0.013683333,-285.4123487
0.0137,-285.4808592
0.013716667,-285.6759402
0.013733333,-285.6977265
0.01375,-285.2909611
0.013766667,-284.3348522
0.013783333,-282.8869503
0.0138,-281.1653781
0.013816667,-279.4754535
0.013833333,-278.106297
0.01385,-277.2334613
0.013866667,-276.8612862
0.013883333,-276.8245098
0.0139,-276.8477838
0.013916667,-276.6416324
0.013933333,-276.0011313
0.01395,-274.8733463
0.013966667,-273.3711915
0.013983333,-271.7304806
0.014,-270.2266396
0.014016667,-269.0809023
0.014033333,-268.3883445
0.01405,-268.0913149
0.014066667,-268.0052051
0.014083333,-267.8852094
0.0141,-267.5092424
0.014116667,-266.7480134
0.014133333,-265.5993988
0.01415,-264.1779919
0.014166667,-262.6667814
0.014183333,-261.2504793
0.0142,-260.0548675
0.014216667,-259.1124239
0.014233333,-258.3635192
0.01425,-257.689072
0.014266667,-256.9597379
0.014283333,-256.0822309
0.0143,-255.0263826
0.014316667,-253.8253266
0.014333333,-252.5520196
0.01435,-251.2839234
0.014366667,-250.0709721
0.014383333,-248.9190855
0.0144,-247.794047
0.014416667,-246.6418312
0.014433333,-245.4150142
0.01445,-244.0932007
0.014466667,-242.6888688
0.014483333,-241.2369757
0.0145,-239.77402
0.014516667,-238.3169151
0.014533333,-236.8520673
0.01455,-235.340508
0.014566667,-233.7377526
0.014583333,-232.0202687
0.0146,-230.206918
0.014616667,-228.3650332
0.014633333,-226.5964951
0.01465,-225.0070912
0.014666667,-223.6694227
0.014683333,-222.5928831
0.0147,-221.7123586
0.014716667,-220.9009198
0.014733333,-220.0032243
0.01475,-218.8788673
0.014766667,-217.4412973
0.014783333,-215.6795323
0.0148,-213.6561066
0.014816667,-211.4831132
0.014833333,-209.2856971
0.01485,-207.1661504
0.014866667,-205.1805697
0.014883333,-203.334477
0.0149,-201.5961836
0.014916667,-199.9199933
0.014933333,-198.2681968
0.01495,-196.622319
0.014966667,-194.9795176
0.014983333,-193.3370881
0.015,-191.673771
0.015016667,-189.938553
0.015033333,-188.0549773
0.01505,-185.9425734
0.015066667,-183.5493574
0.015083333,-180.8835098
0.0151,-178.0307936
0.015116667,-175.1479467
0.015133333,-172.4301194
0.01515,-170.0597627
0.015166667,-168.1518455
0.015183333,-166.7130699
0.0152,-165.6296102
0.015216667,-164.6896147
0.015233333,-163.6359025
0.01525,-162.2344845
0.015266667,-160.339016
0.015283333,-157.9319298
0.0153,-155.1296898
0.015316667,-152.150259
0.015333333,-149.252176
0.01535,-146.6630538
0.015366667,-144.5183131
0.015383333,-142.8276927
0.0154,-141.4786372
0.015416667,-140.2746753
0.015433333,-138.9966803
0.01545,-137.4684413
0.015466667,-135.6070784
0.015483333,-133.4436501
0.0155,-131.1083388
0.015516667,-128.7851845
0.015533333,-126.6504211
0.01555,-124.8134244
0.015566667,-123.2786559
0.015583333,-121.9408788
0.0156,-120.6159696
0.015616667,-119.0986541
0.015633333,-117.2296817
0.01565,-114.9511001
0.015666667,-112.3308986
0.015683333,-109.5470393
0.0157,-106.8335325
0.015716667,-104.4040569
0.015733333,-102.3775067
0.01575,-100.7314175
0.015766667,-99.3021367
0.015783333,-97.83624959
0.0158,-96.08018116
0.015816667,-93.8797717
0.015833333,-91.25456761
0.01585,-88.41615012
0.015866667,-85.71599442
0.015883333,-83.53195018
0.0159,-82.12605994
0.015916667,-81.52162051
0.015933333,-81.44749491
0.01595,-81.38051376
0.015966667,-80.68606619
0.015983333,-78.82175615
0.016,-75.54125053
0.016016667,-71.02611157
0.016033333,-65.8883593
0.01605,-61.02377822
0.016066667,-57.34543008
0.016083333,-55.47270503
0.0161,-55.4770263
0.016116667,-56.77947723
0.016133333,-58.25621576
0.01615,-58.54406508
0.016166667,-56.47001556
0.016183333,-51.47734087
0.0162,-43.90687718
0.016216667,-35.0234729
0.016233333,-26.74886776
0.01625,-21.15351589
0.016266667,-19.84279977
0.016283333,-23.41963634
0.0163,-31.19733048
0.016316667,-41.27200373
0.016333333,-50.95978432
0.01635,-57.49112392
0.016366667,-58.76887674
0.016383333,-53.96719581
0.0164,-43.78722975
0.016416667,-30.28374269
0.016433333,-16.30519224
0.01645,-4.708571387
0.016466667,2.418732449
0.016483333,4.29849607
0.0165,1.604526944
0.016516667,-3.825604969
0.016533333,-9.60989011
0.01655,-13.5702603
0.016566667,-14.37190014
0.016583333,-11.85668936
0.0166,-6.978756914
0.016616667,-1.38313152
0.016633333,3.214999995
0.01665,5.631904949
