Time,Voltage_Raw,Voltage
717,-309.3100668,-0.9941602078
718,-309.0980511,-0.9934787636
719,-308.8581895,-0.9927078192
720,-308.7297086,-0.9922948659
721,-308.7946156,-0.9925034849
722,-309.0517572,-0.9933299693
723,-309.4265021,-0.9945344451
724,-309.8098286,-0.9957665031
725,-310.1085639,-0.9967266747
726,-310.2843921,-0.997291808
727,-310.3646448,-0.9975497499
728,-310.4204993,-0.9977292731
729,-310.522743,-0.9980578968
730,-310.6955962,-0.998613468
731,-310.8907623,-0.9992407556
732,-310.9959465,-0.9995788304
733,-310.877587,-0.9991984086
734,-310.4423138,-0.9977993875
735,-309.692035,-0.9953879001
736,-308.7478595,-0.9923532051
737,-307.8287079,-0.98939894
738,-307.1877033,-0.9873386732
739,-307.0267076,-0.9868212134
740,-307.4197697,-0.9880845628
741,-308.2752949,-0.990834325
742,-309.3541799,-0.9943019927
743,-310.3412342,-0.9974745054
744,-310.9472123,-0.9994221928
745,-311.0063006,-0.9996121098
746,-310.5339591,-0.9980939467
747,-309.723065,-0.9954876343
748,-308.8779248,-0.9927712508
749,-308.308153,-0.9909399349
750,-308.2194161,-0.9906547237
751,-308.6399112,-0.9920062462
752,-309.4092502,-0.9944789954
753,-310.2343772,-0.997131054
754,-310.7931549,-0.9989270335
755,-310.8490329,-0.9991066322
756,-310.3360592,-0.9974578723
757,-309.3839939,-0.9943978185
758,-308.2746641,-0.9908322975
759,-307.3452251,-0.9878449674
760,-306.8727898,-0.9863265029
761,-306.9811908,-0.9866749169
762,-307.6022749,-0.9886711568
763,-308.504259,-0.9915702435
764,-309.3756315,-0.9943709408
765,-309.9336162,-0.9961643715
766,-310.0182893,-0.9964365212
767,-309.6396985,-0.9952196842
768,-308.9631959,-0.9930453225
769,-308.240882,-0.9907237177
770,-307.7161778,-0.9890372546
771,-307.5371812,-0.9884619377
772,-307.7097664,-0.9890166475
773,-308.1054601,-0.9902884553
774,-308.5182288,-0.9916151441
775,-308.7463504,-0.9923483547
776,-308.6671648,-0.9920938425
777,-308.2765473,-0.9908383503
778,-307.6795629,-0.9889195698
779,-307.0380823,-0.9868577731
780,-306.4977069,-0.9851209408
781,-306.1238645,-0.9839193658
782,-305.8727165,-0.9831121455
783,-305.6083849,-0.9822625516
784,-305.1595901,-0.9808200705
785,-304.3932423,-0.9783569354
786,-303.2758381,-0.9747654622
787,-301.8981783,-0.9703374959
788,-300.4530468,-0.9656926674
789,-299.1735771,-0.961580296
790,-298.2550934,-0.9586281776
791,-297.7894919,-0.9571316777
792,-297.7363811,-0.9569609731
793,-297.9411752,-0.9576192063
794,-298.1925712,-0.9584272236
795,-298.2971849,-0.9587634648
796,-298.143144,-0.9582683586
797,-297.7293415,-0.956938347
798,-297.1508233,-0.955078919
799,-296.5479944,-0.9531413536
800,-296.0412826,-0.9515127202
801,-295.678169,-0.9503456289
802,-295.4140909,-0.9494968497
803,-295.1347939,-0.9485991551
804,-294.7107552,-0.9472362431
805,-294.0610086,-0.9451478785
806,-293.1993729,-0.9423784764
807,-292.2425445,-0.9393031135
808,-291.3743895,-0.9365127576
809,-290.7783417,-0.9345969874
810,-290.5632379,-0.9339056176
811,-290.7118128,-0.9343831555
812,-291.0736544,-0.9355461584
813,-291.4082308,-0.9366215277
814,-291.4646152,-0.936802754
815,-291.0699463,-0.9355342401
816,-290.1941481,-0.9327193181
817,-288.9659808,-0.9287718389
818,-287.632604,-0.9244862035
819,-286.4753519,-0.9207666544
820,-285.7108031,-0.9183093015
821,-285.4123487,-0.9173500327
822,-285.4808592,-0.9175702338
823,-285.6759402,-0.9181972479
824,-285.6977265,-0.9182672717
825,-285.2909611,-0.9169598782
826,-284.3348522,-0.9138868278
827,-282.8869503,-0.9092330948
828,-281.1653781,-0.9036997522
829,-279.4754535,-0.8982681288
830,-278.106297,-0.8938674932
831,-277.2334613,-0.891062093
832,-276.8612862,-0.8898658769
833,-276.8245098,-0.8897476731
834,-276.8477838,-0.8898224786
835,-276.6416324,-0.8891598829
836,-276.0011313,-0.8871012344
837,-274.8733463,-0.8834763961
838,-273.3711915,-0.8786482877
839,-271.7304806,-0.8733748431
840,-270.2266396,-0.8685413151
841,-269.0809023,-0.8648587759
842,-268.3883445,-0.8626328109
843,-268.0913149,-0.8616781216
844,-268.0052051,-0.8614013542
845,-267.8852094,-0.8610156734
846,-267.5092424,-0.8598072697
847,-266.7480134,-0.857360587
848,-265.5993988,-0.8536687999
849,-264.1779919,-0.8491002251
850,-262.6667814,-0.8442430105
851,-261.2504793,-0.8396908432
852,-260.0548675,-0.8358480013
853,-259.1124239,-0.8328188729
854,-258.3635192,-0.830411802
855,-257.689072,-0.8282440466
856,-256.9597379,-0.825899878
857,-256.0822309,-0.8230794637
858,-255.0263826,-0.8196858387
859,-253.8253266,-0.8158254985
860,-252.5520196,-0.8117329348
861,-251.2839234,-0.8076571193
862,-250.0709721,-0.8037585461
863,-248.9190855,-0.8000562424
864,-247.794047,-0.7964402317
865,-246.6418312,-0.7927368698
866,-245.4150142,-0.7887937307
867,-244.0932007,-0.7845452612
868,-242.6888688,-0.7800315675
869,-241.2369757,-0.7753650063
870,-239.77402,-0.7706628886
871,-238.3169151,-0.7659795761
872,-236.8520673,-0.7612713769
873,-235.340508,-0.7564130413
874,-233.7377526,-0.7512615904
875,-232.0202687,-0.745741388
876,-230.206918,-0.7399130582
877,-228.3650332,-0.7339930162
878,-226.5964951,-0.7283087194
879,-225.0070912,-0.7232001818
880,-223.6694227,-0.7189007524
881,-222.5928831,-0.7154406231
882,-221.7123586,-0.7126105102
883,-220.9009198,-0.7100024471
884,-220.0032243,-0.7071171445
885,-218.8788673,-0.7035033242
886,-217.4412973,-0.6988827992
887,-215.6795323,-0.6932202721
