Time,Voltage
965,-.2743913
966,-.2660123
967,-.2576035
968,-.2492227
969,-.2409231
970,-.2327473
971,-.2247239
972,-.2168644
973,-.209162
974,-.2015917
975,-.1941127
976,-.1866721
977,-.1792092
978,-.1716622
979,-.1639737
980,-.1560964
981,-.1479988
982,-.1396688
983,-.1311157
984,-.1223713
985,-.1134874
986,-.1045326
987,-9.558721E-02
988,-.0867363
989,-.0780626
990,-6.963914E-02
991,-6.152207E-02
992,-5.374512E-02
993,-4.631539E-02
994,-3.921169E-02
995,-.0323851
996,-2.576222E-02
997,-1.925097E-02
998,-1.274845E-02
999,-6.150539E-03
1000,6.3745E-04
1001,7.689916E-03
1002,1.505074E-02
1003,2.272436E-02
1004,3.066912E-02
1005,.0387934
1006,4.695517E-02
1007,5.496484E-02
1008,6.259201E-02
1009,6.957542E-02
1010,7.563546E-02
1011,.0804895
1012,8.386796E-02
1013,8.553087E-02
1014,8.528378E-02
1015,8.299185E-02
1016,7.859128E-02
1017,7.209716E-02
1018,6.360741E-02
1019,5.330208E-02
1020,4.143826E-02
1021,2.834078E-02
1022,.0143889
1023,1.813475E-15
